Any,zona,dat,via,pk,nomMun,nomCom,nomDem,F_MORTS,F_FERITS_GREUS,F_FERITS_LLEUS,F_VICTIMES,F_UNITATS_IMPLICADES,F_VIANANTS_IMPLICADES,F_BICICLETES_IMPLICADES,F_CICLOMOTORS_IMPLICADES,F_MOTOCICLETES_IMPLICADES,F_VEH_LLEUGERS_IMPLICADES,F_VEH_PESANTS_IMPLICADES,F_ALTRES_UNIT_IMPLICADES,F_UNIT_DESC_IMPLICADES,C_VELOCITAT_VIA,D_ACC_AMB_FUGA,D_BOIRA,D_CARACT_ENTORN,D_CARRIL_ESPECIAL,D_CIRCULACIO_MESURES_ESP,D_CLIMATOLOGIA,D_FUNC_ESP_VIA,D_GRAVETAT,D_INFLUIT_BOIRA,D_INFLUIT_CARACT_ENTORN,D_INFLUIT_CIRCULACIO,D_INFLUIT_ESTAT_CLIMA,D_INFLUIT_INTEN_VENT,D_INFLUIT_LLUMINOSITAT,D_INFLUIT_MESU_ESP,D_INFLUIT_OBJ_CALCADA,D_INFLUIT_SOLCS_RASES,D_INFLUIT_VISIBILITAT,D_INTER_SECCIO,D_LIMIT_VELOCITAT,D_LLUMINOSITAT,D_REGULACIO_PRIORITAT,D_SENTITS_VIA,D_SUBTIPUS_ACCIDENT,D_SUBTIPUS_TRAM,D_SUBZONA,D_SUPERFICIE,D_TIPUS_VIA,D_TITULARITAT_VIA,D_TRACAT_ALTIMETRIC,D_VENT,grupDiaLab,hor,grupHor,tipAcc,tipDia,categoriaVia,dia_setmana
2023,Zona urbana,2023-01-12,C-152,,Olot,Garrotxa,Girona,0,1,0,1,2,1,0,0,0,1,0,0,0,100.0,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Atropellament,,Travessera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,16.41,Tarda,Atropellament,dill-dij,Altres,Dijous
2023,Carretera,2023-09-03,GI-674,,Caldes de Malavella,Selva,Girona,0,1,0,1,1,0,0,0,1,0,0,0,0,40.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",,Doble sentit,Caiguda en la via,,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,20.55,Tarda,Bolcada a la calcada,dg,Altres,Diumenge
2023,Carretera,2023-10-04,B-10,,Barcelona,Barcelonès,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,80.0,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Un sol sentit,Envestida (frontal lateral),,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,17.3,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimecres
2023,Carretera,2023-04-07,N-260,,Prullans,Cerdanya,Lleida,0,1,0,1,2,0,2,0,0,0,0,0,0,100.0,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Fregament o col·lisió lateral,,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,12.35,Matí,Col.lisió de vehicles en marxa,div,Nacional,Divendres
2023,Carretera,2023-03-10,C-14,30.0,Vilaverd,Conca de Barberà,Tarragona,0,2,3,5,2,0,0,0,0,2,0,0,0,100.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,18.2,Tarda,Col.lisió de vehicles en marxa,div,Altres,Divendres
2023,Carretera,2023-07-10,B-30,,Cerdanyola del Vallès,Vallès Occidental,Barcelona,1,0,0,1,2,1,0,0,0,1,0,0,0,100.0,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Atropellament,,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,3.1,Nit,Atropellament,dill-dij,Altres,Dilluns
2023,Carretera,2023-09-06,C-55,58.0,Cardona,Bages,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Altres,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,8.44,Matí,Altres,dill-dij,Altres,Dimecres
2023,Carretera,2023-10-01,AP-7,,Vilafranca del Penedès,Alt Penedès,Barcelona,0,1,0,1,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Un sol sentit,Encalç,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,18.02,Tarda,Col.lisió de vehicles en marxa,dg,Autopista/Autovia,Diumenge
2023,Zona urbana,2023-09-24,BV-1604,,Lliçà de Vall,Vallès Oriental,Barcelona,0,1,1,2,2,0,0,0,1,1,0,0,0,,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Caiguda en la via,,Travessera,Sec i net,Carretera convencional,,Sense especificar,"Calma, vent molt suau",CapDeSetmana,12.0,Matí,Bolcada a la calcada,dg,Altres,Diumenge
2023,Carretera,2023-08-10,N-340,,Alcanar,Montsià,Tarragona,0,1,3,4,2,0,0,0,0,2,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Senyal Stop o cedeix pas,Doble sentit,Envestida (frontal lateral),Encreuament o intersecció en X o +,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,18.07,Tarda,Col.lisió de vehicles en marxa,dill-dij,Nacional,Dijous
2023,Carretera,2023-09-17,C-13,,"Guingueta d'Àneu, la",Pallars Sobirà,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,100.0,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,11.05,Matí,Sortida de la calcada sense especificar,dg,Altres,Diumenge
2023,Carretera,2023-05-01,C-32,,Calella,Maresme,Barcelona,1,0,2,3,3,0,0,0,0,3,0,0,0,100.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Un sol sentit,Altres,,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,18.48,Tarda,Altres,dill-dij,Altres,Dilluns
2023,Carretera,2023-01-02,N-260,,Alàs i Cerc,Alt Urgell,Lleida,0,3,1,4,2,0,0,0,0,2,0,0,0,80.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,Alba o capvespre,,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,17.29,Tarda,Col.lisió de vehicles en marxa,dill-dij,Nacional,Dilluns
2023,Carretera,2023-10-23,B-10,13.0,Barcelona,Barcelonès,Barcelona,0,1,1,2,3,0,0,0,2,1,0,0,0,80.0,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial insuficient",,Doble sentit,Encalç,,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,7.15,Matí,Col.lisió de vehicles en marxa,dill-dij,Altres,Dilluns
2023,Carretera,2023-12-27,T-301,,Tivenys,Baix Ebre,Tarragona,0,1,0,1,2,0,0,0,0,1,1,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,Si,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Encalç,,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,9.17,Matí,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimecres
2023,Carretera,2023-07-23,A-2,,Sidamon,Pla d'Urgell,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,100.0,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Un sol sentit,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,15.44,Tarda,Sortida de la calcada sense especificar,dg,Autopista/Autovia,Diumenge
2023,Zona urbana,2023-10-29,C-37Z,,Manresa,Bages,Barcelona,1,0,0,1,2,0,0,0,1,1,0,0,0,50.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Caiguda en la via,,Travessera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,16.4,Tarda,Bolcada a la calcada,dg,Altres,Diumenge
2023,Carretera,2023-12-14,A-2,,Martorell,Baix Llobregat,Barcelona,1,0,0,1,3,0,0,0,0,1,2,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Altres,,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,13.16,Matí,Altres,dill-dij,Autopista/Autovia,Dijous
2023,Carretera,2023-11-23,AP-7,,Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Genérica via,"De dia, dia clar",Sols norma prioritat de pas,,Resta sortides de via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,9.37,Matí,Sortida de la calcada sense especificar,dill-dij,Autopista/Autovia,Dijous
2023,Carretera,2023-11-12,C-14,140.0,Oliana,Alt Urgell,Lleida,0,2,0,2,2,0,0,0,0,2,0,0,0,30.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, sense llum artificial",,Doble sentit,Altres,,Carretera,Sec i net,Altres,Municipal,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,18.19,Tarda,Altres,dg,Altres,Diumenge
2023,Carretera,2023-06-01,C-15,,"Granada, la",Alt Penedès,Barcelona,0,1,0,1,1,0,0,0,1,0,0,0,0,40.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,Alba o capvespre,Senyal Stop o cedeix pas,Doble sentit,Caiguda en la via,Giratòria,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,21.15,Tarda,Bolcada a la calcada,dill-dij,Altres,Dijous
2023,Carretera,2023-06-10,B-520,,Santa Eugènia de Berga,Osona,Barcelona,0,1,1,2,2,0,0,0,0,2,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Provincial,Canvi rasant,"Calma, vent molt suau",CapDeSetmana,5.52,Nit,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-05-09,C-32,127.0,Santa Susanna,Maresme,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,80.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De nit, il·luminació artificial insuficient",,Doble sentit,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",Feiners,20.43,Tarda,Sortida de la calcada sense especificar,dill-dij,Altres,Dimarts
2023,Carretera,2023-02-03,AP-7,,Borrassà,Alt Empordà,Girona,0,1,0,1,1,0,0,0,0,1,0,0,0,100.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Un sol sentit,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,14.54,Tarda,Sortida de la calcada sense especificar,div,Autopista/Autovia,Divendres
2023,Carretera,2023-04-30,A-2,,Granyanella,Segarra,Lleida,2,1,0,3,3,0,0,0,0,3,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",,Un sol sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",CapDeSetmana,3.27,Nit,Col.lisió de vehicles en marxa,dg,Autopista/Autovia,Diumenge
2023,Zona urbana,2023-04-03,C-1415C,,Argentona,Maresme,Barcelona,0,1,0,1,2,0,1,0,0,1,0,0,0,100.0,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Envestida (frontal lateral),,Travessera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,17.55,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dilluns
2023,Carretera,2023-04-02,C-462,,Lladurs,Solsonès,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,11.18,Matí,Sortida de la calcada sense especificar,dg,Altres,Diumenge
2023,Carretera,2023-07-23,B-124,,Mura,Bages,Barcelona,0,2,0,2,2,0,0,0,2,0,0,0,0,100.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,11.55,Matí,Col.lisió de vehicles en marxa,dg,Altres,Diumenge
2023,Carretera,2023-02-11,B-23,,Sant Feliu de Llobregat,Baix Llobregat,Barcelona,0,1,6,7,3,0,0,0,0,2,1,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Encalç,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,19.42,Tarda,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-06-15,TV-7221,,Alcover,Alt Camp,Tarragona,1,0,0,1,1,0,0,0,1,0,0,0,0,40.0,No,No n'hi ha,A nivell,No n'hi ha,Obres,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Altres,,Carretera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",Feiners,17.58,Tarda,Altres,dill-dij,Altres,Dijous
2023,Carretera,2023-04-26,B-20,,Barcelona,Barcelonès,Barcelona,0,1,0,1,3,0,0,0,1,2,0,0,0,100.0,No,Si,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,22.0,Nit,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimecres
2023,Carretera,2023-07-31,B-300,,"Molsosa, la",Solsonès,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,12.46,Matí,Sortida de la calcada sense especificar,dill-dij,Altres,Dilluns
2023,Carretera,2023-09-24,T-222,,Forès,Conca de Barberà,Tarragona,0,1,0,1,1,0,0,0,1,0,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Xoc amb animal a la calçada,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,10.5,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dg,Altres,Diumenge
2023,Zona urbana,2023-11-10,LP-7041,,Soses,Segrià,Lleida,1,0,0,1,2,1,0,0,0,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",,Doble sentit,Atropellament,,Travessera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,21.25,Tarda,Atropellament,div,Altres,Divendres
2023,Carretera,2023-02-06,C-32,122.0,Calella,Maresme,Barcelona,1,3,0,4,3,0,0,0,0,3,0,0,0,100.0,No,No n'hi ha,Sense Especificar,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident mortal,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Envestida (frontal lateral),,Carretera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,21.29,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dilluns
2023,Carretera,2023-10-07,GI-623,,Bàscara,Alt Empordà,Girona,0,1,0,1,2,0,0,0,1,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Envestida (frontal lateral),,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,18.17,Tarda,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Zona urbana,2023-07-20,N-II,,Pineda de Mar,Maresme,Barcelona,0,1,0,1,2,0,1,0,0,0,1,0,0,50.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Xoc contra objecte/obstacle sense sortida prèvia de via,,Travessera,Sec i net,Carretera convencional,,,"Calma, vent molt suau",Feiners,9.15,Matí,Col.lisió d'un vehicle contra un obstacle de la calcada,dill-dij,Nacional,Dijous
2023,Carretera,2023-08-17,A-27,,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,0,2,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Envestida (frontal lateral),,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,10.54,Matí,Col.lisió de vehicles en marxa,dill-dij,Autopista/Autovia,Dijous
2023,Zona urbana,2023-02-14,N-340,1160.0,Tarragona,Tarragonès,Tarragona,0,1,0,1,2,0,0,0,1,1,0,0,0,50.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Encalç,,Travessera,Sec i net,Carretera convencional,Estatal,Pla,"Calma, vent molt suau",Feiners,7.4,Matí,Col.lisió de vehicles en marxa,dill-dij,Nacional,Dimarts
2023,Carretera,2023-07-06,C-13,,Rialp,Pallars Sobirà,Lleida,0,2,0,2,2,0,0,0,0,2,0,0,0,100.0,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Pluja dèbil,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia fosc",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Autonòmica,Rampa o pendent,"Calma, vent molt suau",Feiners,7.55,Matí,Col.lisió de vehicles en marxa,dill-dij,Altres,Dijous
2023,Carretera,2023-07-22,BV-5301,24.0,Montseny,Vallès Oriental,Barcelona,0,1,1,2,2,0,1,0,1,0,0,0,0,100.0,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,Si,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Col·lisió frontal,,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",CapDeSetmana,13.0,Matí,Col.lisió de vehicles en marxa,dis,Altres,Dissabte
2023,Carretera,2023-12-19,BV-1038,,Òdena,Anoia,Barcelona,0,1,3,4,2,0,0,0,0,2,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, sense llum artificial",,Doble sentit,Envestida (frontal lateral),,Carretera,Sec i net,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",Feiners,20.39,Tarda,Col.lisió de vehicles en marxa,dill-dij,Altres,Dimarts
2023,Zona urbana,2023-01-21,C-28,,Vielha e Mijaran,Aran,Lleida,0,1,0,1,2,1,0,0,0,1,0,0,0,100.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De nit, il·luminació artificial insuficient",,Doble sentit,Atropellament,,Travessera,Sec i net,Carretera convencional,,,Vent moderat,CapDeSetmana,7.51,Matí,Atropellament,dis,Altres,Dissabte
2023,Zona urbana,2023-02-04,BV-5001,,Montornès del Vallès,Vallès Oriental,Barcelona,0,1,0,1,1,0,1,0,0,0,0,0,0,40.0,No,No n'hi ha,A nivell,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,Sense especificar,No,No,No,Sense especificar,No,No,No,No,No,En secció,Senyal velocitat,"De dia, dia clar",,Doble sentit,Caiguda en la via,,Travessera,Sec i net,Carretera convencional,Provincial,Pla,"Calma, vent molt suau",CapDeSetmana,12.12,Matí,Bolcada a la calcada,dis,Altres,Dissabte
2023,Carretera,2023-08-28,C-13,43.0,Camarasa,Noguera,Lleida,0,1,0,1,1,0,0,0,0,1,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",Feiners,12.01,Matí,Sortida de la calcada sense especificar,dill-dij,Altres,Dilluns
2023,Carretera,2023-05-24,A-2,563.0,Castellolí,Anoia,Barcelona,0,1,1,2,1,0,0,0,0,1,0,0,0,40.0,No,No n'hi ha,Terraplé,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,Dintre intersecció,Senyal velocitat,"De nit, sense llum artificial",Sols marques viàries (inclou pas vianants),Un sol sentit,Resta sortides de via,Enllaç d'entrada o eixida,Carretera,Sec i net,Carretera convencional,Estatal,Rampa o pendent,"Calma, vent molt suau",Feiners,4.04,Nit,Sortida de la calcada sense especificar,dill-dij,Autopista/Autovia,Dimecres
2023,Carretera,2023-06-03,C-13,,Rialp,Pallars Sobirà,Lleida,0,1,0,1,1,0,0,0,1,0,0,0,0,100.0,No,No n'hi ha,Mixt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia fosc",,Doble sentit,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Autonòmica,Pla,"Calma, vent molt suau",CapDeSetmana,15.06,Tarda,Sortida de la calcada sense especificar,dis,Altres,Dissabte
2023,Carretera,2023-03-24,GI-550,,Arbúcies,Selva,Girona,0,1,0,1,1,0,0,0,0,0,1,0,0,100.0,No,No n'hi ha,Desmunt,No n'hi ha,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,Doble sentit,Resta sortides de via,,Carretera,Nevat,Carretera convencional,Provincial,Rampa o pendent,"Calma, vent molt suau",Feiners,14.54,Tarda,Sortida de la calcada sense especificar,div,Altres,Divendres
2023,Carretera,2023-09-10,AP-7,121.0,Llinars del Vallès,Vallès Oriental,Barcelona,0,1,0,1,1,0,0,0,0,1,0,0,0,999.0,No,No n'hi ha,Sense Especificar,,No n'hi ha,Bon temps,Sense funció especial,Accident greu,No,No,No,No,No,No,No,No,No,No,En secció,Genérica via,"De dia, dia clar",,,Resta sortides de via,,Carretera,Sec i net,Carretera convencional,Altres,Sense especificar,"Calma, vent molt suau",CapDeSetmana,8.16,Matí,Sortida de la calcada sense especificar,dg,Autopista/Autovia,Diumenge
